,arrival,parking_entry,kiosk,department_entrance,department_exit,parking_exit,departure,visit_time,parking_entry_wait,kiosk_wait,department_entrance_wait,department_exit_wait,parking_exit_wait,departure_wait,parking_entry_wait_wgt,kiosk_wait_wgt,department_entrance_wait_wgt,department_exit_wait_wgt,parking_exit_wait_wgt,departure_wait_wgt,Rating
73,19:24:13,19:29:19,19:40:10,20:00:54,20:45:05,20:53:57,21:01:41,1:37:28,5,10,20,44,8,7,2.289291015039071,4.980642869644379,6.66765161099555,4.190594088379505,2.743610113528675,1.2837345526119321,6.0
74,16:33:28,16:38:41,16:47:28,17:07:00,17:47:56,17:59:03,18:04:04,1:30:36,5,8,19,40,11,5,1.832936336767631,5.7393250678205305,5.370298280345307,4.541944073085688,1.937971253404521,0.5347841230151029,6.0
75,19:56:54,20:01:59,20:12:57,20:31:27,21:20:46,21:31:31,21:35:44,1:38:50,5,10,18,49,10,4,2.3584478916566103,4.680326630647965,6.3095922028262,4.85167555636377,0.8394217323738844,0.7067399626037041,5.0
76,12:14:26,12:18:46,12:28:19,12:52:59,13:40:44,13:50:11,13:52:37,1:38:11,4,9,24,47,9,2,1.528068995224704,4.68966725154741,6.3828373698028225,3.70795626675999,1.8031834040031058,0.7742384125190076,6.0
77,14:39:28,14:45:26,14:56:37,15:19:27,16:15:10,16:24:57,16:27:50,1:48:22,5,11,22,55,9,2,2.296273927584764,5.2902340321631005,5.51991878970205,4.059863183829881,2.0969736826291454,1.510424001067152,5.0
78,3:34:38,3:38:34,3:46:03,4:05:27,4:41:05,4:52:30,4:56:27,1:21:49,3,7,19,35,11,3,1.4268664997354774,5.205602645363195,6.139803204728189,3.4288432210519377,1.7896642017986104,1.4487639853546652,7.0
79,1:46:23,1:50:10,1:57:51,2:12:45,3:03:30,3:13:47,3:19:41,1:33:18,3,7,14,50,10,5,1.938599396333783,4.850437091992314,5.237619282069316,3.2293737314184194,2.0841471968850587,0.6190656018062102,7.0
80,17:43:02,17:47:39,17:57:44,18:19:09,19:02:07,19:10:39,19:16:12,1:33:10,4,10,21,42,8,5,1.564790858007459,4.923836151512717,6.391628449068156,4.009426821895254,1.548498941321606,0.9831559593061454,6.0
81,12:17:52,12:23:09,12:32:49,12:50:23,13:45:47,13:53:17,13:56:48,1:38:56,5,9,17,55,7,3,1.808010230780701,5.313265705018768,6.008394264244046,3.7087377270153157,1.7863806585188562,2.002855151433006,6.0
82,8:06:44,8:12:37,8:20:32,8:40:11,9:31:51,9:41:20,9:46:25,1:39:41,5,7,19,51,9,5,2.06189107114253,5.324323645805255,6.381408898559837,4.348157963441987,2.026584683538022,0.8922009787304745,5.0
83,7:31:42,7:36:55,7:46:36,8:03:37,8:52:42,9:01:36,9:06:38,1:34:56,5,9,17,49,8,5,2.2355702759157716,5.652691940992447,6.432069670744107,4.136951589334256,1.7277055292793926,1.9559700017481805,6.0
84,17:33:29,17:38:43,17:47:31,18:07:31,19:03:10,19:16:17,19:22:20,1:48:51,5,8,20,55,13,6,1.805505667817576,4.866990446643629,5.5882223036413405,4.149339296604417,1.4904235041071572,0.6843261912555527,6.0
85,12:33:13,12:38:33,12:49:51,13:07:02,13:58:15,14:07:00,14:11:14,1:38:01,5,11,17,51,8,4,2.204273280965305,4.547886888905019,5.536449417469469,3.8123729131646247,2.4529578663223632,0.8987192484705404,6.0
86,2:13:13,2:18:05,2:29:02,2:43:47,3:29:15,3:41:19,3:47:31,1:34:18,4,10,14,45,12,6,1.9628973146318254,4.913878998982269,6.25778410976051,3.752878757995177,2.0380395891507357,1.345684036591932,7.0
87,15:42:42,15:48:10,15:58:23,16:23:46,17:06:25,17:17:13,17:21:33,1:38:51,5,10,25,42,10,4,2.110522344525937,4.79956859336668,4.921180699492453,3.8515502088097247,1.7178469207649383,0.8680435851786134,6.0
88,15:54:56,15:58:01,16:06:44,16:21:51,16:59:06,17:12:08,17:18:28,1:23:32,3,8,15,37,13,6,2.0184367322093046,5.217940960657842,5.897933988949502,3.4705876651225926,1.219369958497281,0.9677423525162107,7.0
89,9:23:37,9:26:49,9:37:42,10:00:03,10:49:33,11:02:36,11:07:05,1:43:28,3,10,22,49,13,4,1.7841313370849399,5.080203215352605,5.78627835952192,3.9517183089262917,1.2767612792138237,1.1273651303467693,6.0
90,19:15:51,19:20:26,19:30:49,19:45:42,20:38:38,20:43:51,20:50:28,1:34:37,4,10,14,52,5,6,2.0958462385124546,4.87677654736169,6.441074553740132,3.3733512925458697,2.0021789409448596,1.3361053771873659,7.0
91,11:26:34,11:32:04,11:43:51,12:00:20,12:45:08,12:56:09,13:00:05,1:33:31,5,11,16,44,11,3,2.5119425946018934,4.3529800229596525,6.056411892365445,3.739921817860629,1.7160979164513022,1.4135328541884904,7.0
92,12:48:36,12:51:44,12:59:53,13:17:09,13:55:13,14:03:02,14:08:28,1:19:52,3,8,17,38,7,5,1.6297350901062262,4.569224301464244,5.645727224531721,4.514410010949264,1.3174690787149945,1.69271812846796,7.0
93,17:30:11,17:36:16,17:45:00,18:07:55,18:50:59,19:03:21,19:09:06,1:38:55,6,8,22,43,12,5,1.6906326132530398,5.056120733074242,5.467816932371737,4.131185994626458,2.335222810438833,1.0759907880884658,6.0
94,5:28:07,5:33:24,5:42:02,6:07:25,6:46:32,6:54:51,7:00:46,1:32:39,5,8,25,39,8,5,1.5691304199033702,5.7393396058707875,6.1765156837300115,4.190012839700146,2.0636415102451107,1.4124572145145509,6.0
95,16:30:51,16:38:17,16:49:02,17:14:12,18:02:50,18:13:36,18:16:28,1:45:37,7,10,25,48,10,2,2.5978698930510604,5.531612684168097,6.066663556467008,3.5531136340974445,2.080366616891883,0.7416448507219873,5.0
96,15:45:31,15:50:05,16:02:28,16:21:51,17:10:10,17:22:53,17:28:26,1:42:55,4,12,19,48,12,5,1.595830964384114,5.26581781530888,5.3596519978228105,3.9224461159121966,2.0014900405953022,0.9890866406709131,6.0
97,10:31:23,10:36:08,10:43:47,11:07:22,11:51:55,12:00:17,12:05:01,1:33:38,4,7,23,44,8,4,2.4773575263363385,5.089990607981362,5.7961410248486605,4.299408690102108,1.876439330514264,1.1764340883558433,6.0
98,19:56:49,20:03:30,20:12:04,20:28:25,21:14:42,21:24:56,21:30:37,1:33:48,6,8,16,46,10,5,2.4399985785640164,4.83075150885139,6.368655275034148,3.4267877804396014,2.800807400278847,1.3604439240777937,7.0
99,13:05:56,13:09:10,13:16:08,13:35:53,14:17:35,14:27:11,14:32:59,1:27:03,3,6,19,41,9,5,2.261975653504938,4.5263763455269235,5.663876872246601,3.9126319650621797,2.223652982194376,0.7155843250076801,7.0
100,18:02:58,18:09:21,18:17:15,18:35:39,19:19:47,19:30:57,19:36:41,1:33:43,6,7,18,44,11,5,1.8822748433764025,5.576236799361881,6.041087258492564,4.438381674282563,1.3461846311280974,1.0518429293799683,6.0
101,16:51:54,16:56:20,17:05:18,17:29:04,18:08:45,18:20:54,18:25:23,1:33:29,4,8,23,39,12,4,1.809877640615733,4.919598623373502,6.173089697963694,4.001909597140378,1.77108378146184,1.1258735135464906,6.0
102,7:55:17,8:00:58,8:08:16,8:21:18,9:19:37,9:27:35,9:32:13,1:36:56,5,7,13,58,7,4,1.608444112206827,4.829986274393412,5.703526575491029,4.023145325462298,1.9052976409194666,1.6237774593748058,6.0
103,15:01:11,15:05:38,15:16:25,15:36:34,16:19:40,16:33:10,16:39:12,1:38:01,4,10,20,43,13,6,1.9714200215128779,5.035608716672296,6.286244877468266,3.8731375535776076,2.442952905829911,0.9152726753831077,6.0
104,22:56:00,23:00:54,23:09:30,23:33:43,0:24:01,0:31:23,0:35:03,1:39:03,4,8,24,50,7,3,1.9689365841246422,5.15451177643762,5.269239451202019,5.018352904457898,1.736484627770766,0.42569671148110844,5.0
105,19:32:05,19:36:39,19:42:05,20:02:58,20:43:34,20:57:12,21:02:29,1:30:24,4,5,20,40,13,5,2.2635603473959893,5.030398356358456,6.527218528601368,3.885629300511424,2.2554565955763826,1.2310173426494506,6.0
106,19:08:12,19:12:54,19:21:30,19:39:35,20:23:31,20:34:11,20:38:26,1:30:14,4,8,18,43,10,4,1.7240114389603693,4.508522872568071,5.7691086205253805,3.9230988159339377,1.9627729452932776,1.2856660160366515,7.0
107,10:23:35,10:26:06,10:39:20,10:55:04,11:48:08,11:54:09,11:58:22,1:34:47,2,13,15,53,6,4,1.4388584695706277,5.670086861608183,6.253209248824451,3.620042086145721,2.0568023425439432,1.1103233497814247,6.0
108,19:47:50,19:51:35,20:01:59,20:21:14,21:06:30,21:15:23,21:21:14,1:33:24,3,10,19,45,8,5,2.2801877389471206,5.34969592116731,5.581553561437682,3.244554640636007,2.0611982193028875,1.2802770076559618,7.0
109,17:15:28,17:19:47,17:28:00,17:46:31,18:33:14,18:43:06,18:48:31,1:33:03,4,8,18,46,9,5,2.2567124935776084,5.55023379597555,5.2322717906694205,3.8623358662747393,2.625616008442389,1.4715467767389865,6.0
110,17:15:21,17:19:51,17:29:13,17:46:11,18:27:01,18:35:13,18:39:26,1:24:05,4,9,16,40,8,4,1.9337134933582474,4.9642003725991755,5.669345909775401,3.5629411913957885,2.0093523729992726,0.34312472125997473,7.0
111,5:53:58,5:58:43,6:10:06,6:26:26,7:08:49,7:18:20,7:22:37,1:28:39,4,11,16,42,9,4,2.008436703533561,4.706936260453092,6.315480909891661,4.217907332880406,2.2102808498931563,1.440633440016387,6.0
112,2:22:11,2:26:25,2:34:35,2:55:25,3:45:31,3:56:53,4:01:41,1:39:30,4,8,20,50,11,4,1.9060545734718615,5.436140611048083,6.276696406172061,4.3137120567698926,2.4971101907150373,1.0705157097604179,5.0
113,19:07:57,19:13:10,19:20:13,19:37:56,20:25:48,20:33:24,20:38:31,1:30:34,5,7,17,47,7,5,2.317824324334169,4.734072972448904,5.829913846546655,4.366395543833763,1.9409530570167375,1.402407179677036,6.0
114,13:18:38,13:23:08,13:34:00,13:54:14,14:44:15,14:55:25,14:59:52,1:41:14,4,10,20,50,11,4,2.3883898998873274,4.098888819846675,5.952648835642764,3.528890045489318,1.7968901628454286,1.0504611782336162,6.0
115,12:32:17,12:38:40,12:48:24,13:06:26,13:54:00,14:03:25,14:08:40,1:36:23,6,9,18,47,9,5,2.0981481100094763,4.687752201576682,6.377439024132554,3.6081724489546048,1.5935701839627487,0.3867116959412362,6.0
